biotoolsID,owner,repo,repo_url,repo.stargazers_count,repo.watchers_count,repo.subscribers_count,repo.forks_count,repo.open_issues_count,repo.network_count,num_contributors,num_releases,num_commits,num_pulls,avg_time_to_close_days,maturity
proper,,,,,,,,,,,,,,,None
qpgraph,,,,,,,,,,,,,,,None
dupchecker,,,,,,,,,,,,,,,None
jd2stat,,,,,,,,,,,,,,,Mature
erccdashboard,usnistgov,erccdashboard,https://github.com/usnistgov/erccdashboard,7.0,7.0,6.0,6.0,0.0,6.0,11.0,0.0,44.0,1.0,,None
crisprseek,,,,,,,,,,,,,,,None
rcpi,road2stat,Rcpi,https://github.com/road2stat/Rcpi,37.0,37.0,3.0,12.0,4.0,12.0,1.0,21.0,273.0,10.0,33.965,None
doqtl,,,,,,,,,,,,,,,None
qdnaseq,ccagc,QDNAseq,https://github.com/ccagc/QDNAseq,52.0,52.0,6.0,32.0,36.0,32.0,14.0,1.0,308.0,26.0,175.018,None
santa,,,,,,,,,,,,,,,None
rtcgatoolbox,,,,,,,,,,,,,,,None
opencyto,,,,,,,,,,,,,,,None
birewire,,,,,,,,,,,,,,,None
sangerseqr,,,,,,,,,,,,,,,None
methylaid,mvaniterson,methylaid,https://github.com/mvaniterson/methylaid,,,,,,,,,,,,None
timeclip,,,,,,,,,,,,,,,None
netpathminer,ahmohamed,NetPathMiner,https://github.com/ahmohamed/NetPathMiner,9.0,9.0,2.0,3.0,3.0,3.0,16.0,1.0,184.0,5.0,827.115,None
titancna,gavinha,TitanCNA,https://github.com/gavinha/TitanCNA,98.0,98.0,3.0,36.0,27.0,36.0,15.0,5.0,292.0,17.0,139.458,None
clomial,,,,,,,,,,,,,,,None
biomvrcns,,,,,,,,,,,,,,,None
exomepeak,,,,,,,,,,,,,,,None
edaseq,drisso,EDASeq,https://github.com/drisso/EDASeq,5.0,5.0,1.0,1.0,8.0,1.0,12.0,0.0,116.0,1.0,73.859,None
mirsynergy,,,,,,,,,,,,,,,None
omicade4,,,,,,,,,,,,,,,None
dmrforpairs,,,,,,,,,,,,,,,None
chipenrich,,,,,,,,,,,,,,,None
pepexplorer,,,,,,,,,,,,,,,None
stemcellnet,,,,,,,,,,,,,,,Mature
csaw,,,,,,,,,,,,,,,None
rnabindrplus,,,,,,,,,,,,,,,None
dsm,HIITMetagenomics,dsm-framework,https://github.com/HIITMetagenomics/dsm-framework,5.0,5.0,3.0,4.0,3.0,4.0,5.0,2.0,28.0,0.0,3.649,None
intarna,,,,,,,,,,,,,,,Mature
coprarna,,,,,,,,,,,,,,,Mature
compcoder,,,,,,,,,,,,,,,None
flipflop,,,,,,,,,,,,,,,None
categorycompare,rmflight,categoryCompare,https://github.com/rmflight/categoryCompare,6.0,6.0,1.0,0.0,23.0,0.0,13.0,1.0,117.0,1.0,52.464,None
micrographite,,,,,,,,,,,,,,,None
frgepistasis,,,,,,,,,,,,,,,None
casper,,,,,,,,,,,,,,,None
unifiedwmwqpcr,,,,,,,,,,,,,,,None
readxplorer,,,,,,,,,,,,,,,Mature
chipqc,,,,,,,,,,,,,,,None
nondetects,,,,,,,,,,,,,,,None
grape_database,,,,,,,,,,,,,,,None
illuminaio,HenrikBengtsson,illuminaio,https://github.com/HenrikBengtsson/illuminaio,5.0,5.0,3.0,2.0,7.0,2.0,13.0,0.0,204.0,2.0,66.253,None
svamp,,,,,,,,,,,,,,,None
bi-force,,,,,,,,,,,,,,,None
variantannotation,,,,,,,,,,,,,,,None
massir,,,,,,,,,,,,,,,None
mait,,,,,,,,,,,,,,,None
roleswitch,,,,,,,,,,,,,,,None
seqcna,,,,,,,,,,,,,,,None
risa,,,,,,,,,,,,,,,None
fish_amyloid,,,,,,,,,,,,,,,None
taxize,ropensci,taxize,https://github.com/ropensci/taxize,291.0,291.0,30.0,63.0,55.0,63.0,47.0,42.0,2380.0,201.0,114.366,None
seqgsea,,,,,,,,,,,,,,,None
adacgh2,rdiaz02,adacgh2,https://github.com/rdiaz02/adacgh2,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,46.0,0.0,,None
repitools,,,,,,,,,,,,,,,None
generxcluster,,,,,,,,,,,,,,,None
gpu-cassert,,,,,,,,,,,,,,,None
e-crisp,,,,,,,,,,,,,,,Mature
bumphunter,ririzarr,bumphunter,https://github.com/ririzarr/bumphunter,18.0,18.0,6.0,14.0,12.0,14.0,34.0,0.0,355.0,12.0,124.927,None
dnenrich,,,,,,,,,,,,,,,None
graphprot,,,,,,,,,,,,,,,None
deepsnv,mg14,deepSNV,http://github.com/mg14/deepSNV,0.0,0.0,1.0,1.0,0.0,7.0,17.0,0.0,173.0,1.0,,None
gendbe,,,,,,,,,,,,,,,Mature
epigenomix,,,,,,,,,,,,,,,None
derfinder,lcolladotor,derfinder,https://github.com/lcolladotor/derfinder,45.0,45.0,22.0,15.0,3.0,15.0,17.0,0.0,912.0,14.0,95.224,None
rubi,,,,,,,,,,,,,,,None
suprahex,,,,,,,,,,,,,,,None
centrosomedb,,,,,,,,,,,,,,,None
archdb,,,,,,,,,,,,,,,None
phenodist,,,,,,,,,,,,,,,None
medips,,,,,,,,,,,,,,,None
zfpkm,ronammar,zFPKM,https://github.com/ronammar/zFPKM/,9.0,9.0,0.0,3.0,0.0,3.0,5.0,0.0,69.0,1.0,205.621,None
hapfabia,,,,,,,,,,,,,,,None
simap,,,,,,,,,,,,,,,Emerging
pdbsum,,,,,,,,,,,,,,,None
rtrm,ddiez,rTRM,https://github.com/ddiez/rTRM,3.0,3.0,1.0,2.0,0.0,2.0,5.0,0.0,75.0,0.0,,None
gcmapweb,,,,,,,,,,,,,,,None
gcmap,,,,,,,,,,,,,,,None
mitoode,,,,,,,,,,,,,,,None
scan.upc,,,,,,,,,,,,,,,None
reportingtools,,,,,,,,,,,,,,,None
fpsac,,,,,,,,,,,,,,,None
srap,,,,,,,,,,,,,,,None
dexus,,,,,,,,,,,,,,,None
rtn,,,,,,,,,,,,,,,None
dnabarcodes,,,,,,,,,,,,,,,None
prot2d,,,,,,,,,,,,,,,None
chippeakanno,,,,,,,,,,,,,,,None
tweedeseq,,,,,,,,,,,,,,,None
fmcsr,girke-lab,fmcsR,https://github.com/girke-lab/fmcsR,5.0,5.0,4.0,0.0,0.0,0.0,8.0,0.0,54.0,0.0,6.329,None
rdavidwebservice,,,,,,,,,,,,,,,None
genomicalignments,,,,,,,,,,,,,,,None
genomicfeatures,,,,,,,,,,,,,,,None
genomicranges,,,,,,,,,,,,,,,None
iranges,,,,,,,,,,,,,,,None
netdiseasesnp,,,,,,,,,,,,,,,Emerging
sspa,,,,,,,,,,,,,,,None
netmhcstab,,,,,,,,,,,,,,,Emerging
qusage,,,,,,,,,,,,,,,None
mimosa,,,,,,,,,,,,,,,None
iloops,,,,,,,,,,,,,,,None
rcytoscape,,,,,,,,,,,,,,,None
methylseekr,,,,,,,,,,,,,,,None
htsfilter,,,,,,,,,,,,,,,None
mhccluster,,,,,,,,,,,,,,,Emerging
pandar,,,,,,,,,,,,,,,None
hibag,zhengxwen,HIBAG,http://github.com/zhengxwen/HIBAG,31.0,31.0,5.0,7.0,14.0,7.0,2.0,7.0,479.0,2.0,76.195,None
triplex,,,,,,,,,,,,,,,None
metaranker,,,,,,,,,,,,,,,Emerging
naflex,,,,,,,,,,,,,,,Mature
switchbox,,,,,,,,,,,,,,,None
watermelon,,,,,,,,,,,,,,,None
phyloseq,,,,,,,,,,,,,,,None
physbinder,,,,,,,,,,,,,,,None
cohcap,,,,,,,,,,,,,,,None
fastqz,,,,,,,,,,,,,,,None
hexpochem,,,,,,,,,,,,,,,Emerging
ripseeker,,,,,,,,,,,,,,,None
piano,,,,,,,,,,,,,,,None
copynumber,,,,,,,,,,,,,,,None
puma,,,,,,,,,,,,,,,None
amylpred2,,,,,,,,,,,,,,,None
gsva,,,,,,,,,,,,,,,None
sradb,,,,,,,,,,,,,,,None
rmassbank,,,,,,,,,,,,,,,None
clonotyper,,,,,,,,,,,,,,,None
ramigo,,,,,,,,,,,,,,,None
rbiopaxparser,frankkramer-lab,rBiopaxParser,https://github.com/frankkramer-lab/rBiopaxParser,10.0,10.0,4.0,2.0,4.0,2.0,8.0,1.0,150.0,1.0,739.048,None
oppar,,,,,,,,,,,,,,,None
morph,,,,,,,,,,,,,,,Mature
quaternaryprod,,,,,,,,,,,,,,,None
chemprot,,,,,,,,,,,,,,,Emerging
peroxibase,,,,,,,,,,,,,,,None
lmm-lasso,,,,,,,,,,,,,,,None
ffpe,,,,,,,,,,,,,,,None
affyrnadegradation,,,,,,,,,,,,,,,None
ternarynet,,,,,,,,,,,,,,,None
snprelate,zhengxwen,SNPRelate,http://github.com/zhengxwen/SNPRelate,109.0,109.0,12.0,25.0,44.0,25.0,9.0,7.0,390.0,7.0,60.0,None
gwastools,,,,,,,,,,,,,,,None
gsar,,,,,,,,,,,,,,,None
bsseq,kasperdanielhansen,bsseq,https://github.com/kasperdanielhansen/bsseq,38.0,38.0,3.0,28.0,65.0,28.0,27.0,0.0,628.0,44.0,76.337,None
methylkit,,,,,,,,,,,,,,,None
guild,,,,,,,,,,,,,,,None
pathnet,,,,,,,,,,,,,,,None
ggbio,,,http://tengfei.github.com/ggbio/,,,,,,,,,,,,None
hitc,,,,,,,,,,,,,,,None
bicluster,,,,,,,,,,,,,,,None
turbonorm,,,,,,,,,,,,,,,None
ibmq,,,,,,,,,,,,,,,None
easyrnaseq,,,,,,,,,,,,,,,None
triform,,,,,,,,,,,,,,,None
hupho,,,,,,,,,,,,,,,None
readqpcr,,,,,,,,,,,,,,,None
normqpcr,,,,,,,,,,,,,,,None
fstval,,,,,,,,,,,,,,,None
bips,,,,,,,,,,,,,,,None
carna,,,,,,,,,,,,,,,Mature
flowpeaks,,,,,,,,,,,,,,,None
bitseq,,,,,,,,,,,,,,,None
reder,,,,,,,,,,,,,,,None
crlmm,,,,,,,,,,,,,,,None
gem,,,,,,,,,,,,,,,None
oi_gene,,,,,,,,,,,,,,,None
locarna-p,,,,,,,,,,,,,,,Mature
r4rna,,,,,,,,,,,,,,,None
spindlep,,,,,,,,,,,,,,,None
ping,,,,,,,,,,,,,,,None
pcagopromoter,,,,,,,,,,,,,,,None
ehecregnet,,,,,,,,,,,,,,,None
cn.mops,,,,,,,,,,,,,,,None
fastseg,,,,,,,,,,,,,,,None
graphite,,,,,,,,,,,,,,,None
seq2pathway,,,,,,,,,,,,,,,None
cqn,,,,,,,,,,,,,,,None
seqbias,,,,,,,,,,,,,,,None
mirage,,,,,,,,,,,,,,,None
kb-rank,,,,,,,,,,,,,,,None
plotibd,,,,,,,,,,,,,,,None
cnanorm,,,,,,,,,,,,,,,None
rtopper,,,,,,,,,,,,,,,None
netmhccons,,,,,,,,,,,,,,,Emerging
frmatools,,,,,,,,,,,,,,,None
bayespeak,,,,,,,,,,,,,,,None
regstatgel,,,,,,,,,,,,,,,None
joda,,,,,,,,,,,,,,,None
nucler,,,,,,,,,,,,,,,None
aftol,,,,,,,,,,,,,,,None
gprege,,,,,,,,,,,,,,,None
gwaspi,,,,,,,,,,,,,,,Mature
csar,,,,,,,,,,,,,,,None
parmigene,,,,,,,,,,,,,,,None
rnainteract,,,,,,,,,,,,,,,None
r453plus1toolbox,,,,,,,,,,,,,,,None
procoil,,,,,,,,,,,,,,,None
chipseqr,,,,,,,,,,,,,,,None
htsanalyzer,,,,,,,,,,,,,,,None
cellhts2,,,,,,,,,,,,,,,None
xde,,,,,,,,,,,,,,,None
hlarestrictor,,,,,,,,,,,,,,,Emerging
rpa,antagomir,RPA,https://github.com/antagomir/RPA,,,,,,,,,,,,None
effectiveccbd,,,,,,,,,,,,,,,Mature
effectiveeld,,,,,,,,,,,,,,,Mature
effectives346,,,,,,,,,,,,,,,Mature
effectivedb,,,,,,,,,,,,,,,Mature
dart,,,,,,,,,,,,,,,None
beaddatapackr,,,,,,,,,,,,,,,None
stampy,,,,,,,,,,,,,,,Mature
tuberculist,,,,,,,,,,,,,,,None
hudsen,,,,,,,,,,,,,,,None
blackfan_anemia,,,,,,,,,,,,,,,None
predcsf,,,,,,,,,,,,,,,None
nextbio,,,,,,,,,,,,,,,None
fuzzyclust,,,,,,,,,,,,,,,None
girafe,,,,,,,,,,,,,,,None
charm,,,,,,,,,,,,,,,None
hca-vision,,,,,,,,,,,,,,,None
netresponse,antagomir,netresponse,https://github.com/antagomir/netresponse,3.0,3.0,3.0,1.0,1.0,1.0,13.0,1.0,276.0,0.0,70.362,None
topologygsa,,,,,,,,,,,,,,,None
lmdme,,,,,,,,,,,,,,,None
oligo,,,,,,,,,,,,,,,None
samspectral,,,,,,,,,,,,,,,None
bmge,,,,,,,,,,,,,,,Mature
cphmodels,,,,,,,,,,,,,,,Emerging
pics,,,,,,,,,,,,,,,None
gwama,,,,,,,,,,,,,,,Mature
transclust,,,,,,,,,,,,,,,Mature
consensusclusterplus,,,,,,,,,,,,,,,None
fabia,,,,,,,,,,,,,,,None
netctlpan,,,,,,,,,,,,,,,Emerging
quasr,,,,,,,,,,,,,,,None
snm,,,,,,,,,,,,,,,None
ebimage,Bioconductor-mirror,EBImage,https://github.com/Bioconductor-mirror/EBImage,,,,,,,,,,,,Mature
bionet,,,,,,,,,,,,,,,None
gosemsim,,,,,,,,,,,,,,,None
eir,girke-lab,eiR,https://github.com/girke-lab/eiR,3.0,3.0,3.0,0.0,2.0,0.0,13.0,0.0,173.0,0.0,11.464,None
swissvar,,,,,,,,,,,,,,,None
biana,,,,,,,,,,,,,,,None
arrayqualitymetrics,,,,,,,,,,,,,,,None
aceview,,,,,,,,,,,,,,,None
jorca,,,,,,,,,,,,,,,Mature
corum,,,,,,,,,,,,,,,None
htqpcr,,,,,,,,,,,,,,,None
netmhcii,,,,,,,,,,,,,,,Emerging
allergome,,,,,,,,,,,,,,,None
vanillaice,,,,,,,,,,,,,,,None
blockbuster,,,,,,,,,,,,,,,None
intermap3d,,,,,,,,,,,,,,,Emerging
rqubic,,,,,,,,,,,,,,,None
pppbenchmark,,,,,,,,,,,,,,,None
gage,,,,,,,,,,,,,,,None
rtracklayer,,,,,,,,,,,,,,,None
medline_ranker,,,,,,,,,,,,,,,None
dyebias,,,,,,,,,,,,,,,None
messina,,,,,,,,,,,,,,,None
generegionscan,,,,,,,,,,,,,,,None
effectivet3,,,,,,,,,,,,,,,Mature
ggtools,,,,,,,,,,,,,,,None
updowndistance,,,,,,,,,,,,,,,None
kegggraph,,,,,,,,,,,,,,,None
spliceaid,,,,,,,,,,,,,,,None
exparna,,,,,,,,,,,,,,,Mature
netphosbac,,,,,,,,,,,,,,,Emerging
vectorbase,,,,,,,,,,,,,,,None
virusmint,,,,,,,,,,,,,,,None
netaspgene,,,,,,,,,,,,,,,Emerging
clima_2,,,,,,,,,,,,,,,Mature
hypercldb,,,,,,,,,,,,,,,Mature
geometadb,,,,,,,,,,,,,,,None
trichdb,,,,,,,,,,,,,,,None
giardiadb,,,,,,,,,,,,,,,None
netphorest,,,,,,,,,,,,,,,Emerging
tigre,ahonkela,tigre,https://github.com/ahonkela/tigre,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,84.0,0.0,,None
mlegp,,,,,,,,,,,,,,,None
survcomp,,,,,,,,,,,,,,,None
chemminer,girke-lab,ChemmineR,https://github.com/girke-lab/ChemmineR,16.0,16.0,5.0,8.0,1.0,10.0,17.0,0.0,458.0,3.0,66.211,None
frida,,,,,,,,,,,,,,,None
snpator,,,,,,,,,,,,,,,Mature
plw,,,,,,,,,,,,,,,None
cycle,,,,,,,,,,,,,,,None
flowclust,,,,,,,,,,,,,,,None
theseed,,,,,,,,,,,,,,,None
mpa,,,,,,,,,,,,,,,None
annotationtools,,,,,,,,,,,,,,,None
mfuzz,,,,,,,,,,,,,,,None
ganesh,,,,,,,,,,,,,,,None
matrixclust,,,,,,,,,,,,,,,None
netctl,,,,,,,,,,,,,,,Emerging
xmapbridge,,,,,,,,,,,,,,,None
4dxpress,,,,,,,,,,,,,,,None
tcc,,,,,,,,,,,,,,,None
tomoj,,,,,,,,,,,,,,,None
ringo,,,,,,,,,,,,,,,None
beadarray,,,,,,,,,,,,,,,None
networkin,,,,,,,,,,,,,,,Emerging
lumi,,,,,,,,,,,,,,,None
geoquery,seandavi,GEOquery,https://github.com/seandavi/GEOquery,100.0,100.0,4.0,38.0,25.0,38.0,37.0,0.0,946.0,31.0,335.635,None
netcglyc,,,,,,,,,,,,,,,Emerging
inforna,,,,,,,,,,,,,,,Mature
locarna,s-will,LocARNA,https://github.com/s-will/LocARNA/blob/master/README,25.0,25.0,5.0,4.0,12.0,4.0,13.0,17.0,993.0,43.0,90.213,Mature
sel.ts.area,,,,,,,,,,,,,,,None
rnacentral,,,http://github.com/rnacentral,,,,,,,,,,,,Emerging
bioconductor,,,,,,,,,,,,,,,None
phesant-phenome,MRCIEU,PHESANT,https://github.com/MRCIEU/PHESANT/issues,153.0,153.0,11.0,70.0,0.0,70.0,10.0,0.0,188.0,3.0,95.917,None
feedr,animalnexus,feedr,https://github.com/animalnexus/feedr/issues,2.0,2.0,2.0,1.0,12.0,1.0,2.0,9.0,1077.0,3.0,411.703,None
cdh,ElsevierSoftwareX,SOFTX-D-17-00024,https://github.com/ElsevierSoftwareX/SOFTX-D-17-00024/issues,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,None
banocc,,,,,,,,,,,,,,,None
progeny,saezlab,progeny,https://github.com/saezlab/progeny,110.0,110.0,16.0,21.0,4.0,21.0,14.0,0.0,277.0,11.0,289.6,None
fusorsv,timothyjamesbecker,FusorSV,https://github.com/timothyjamesbecker/FusorSV,23.0,23.0,1.0,2.0,0.0,2.0,2.0,5.0,77.0,0.0,17.459,None
codelink,ddiez,codelink,https://github.com/ddiez/codelink,0.0,0.0,1.0,1.0,0.0,1.0,9.0,0.0,287.0,0.0,2052.358,None
3d-blast,,,,,,,,,,,,,,,None
align,,,,,,,,,,,,,,,None
gepard,,,,,,,,,,,,,,,Mature
netphosyeast,,,,,,,,,,,,,,,Emerging
snpchip,,,,,,,,,,,,,,,None
cogrim,,,,,,,,,,,,,,,None
phsol,,,,,,,,,,,,,,,Emerging
gostats,,,,,,,,,,,,,,,None
affyplm,bmbolstad,affyPLM,https://github.com/bmbolstad/affyPLM,0.0,0.0,1.0,0.0,1.0,0.0,25.0,0.0,278.0,2.0,,None
vdjsolver,,,,,,,,,,,,,,,Emerging
idbases,,,,,,,,,,,,,,,None
acme,,,,,,,,,,,,,,,None
copa,,,,,,,,,,,,,,,None
protein_digestion_simulator,,,,,,,,,,,,,,,None
graphalignment,,,,,,,,,,,,,,,None
tilingarray,,,,,,,,,,,,,,,None
netglycate,,,,,,,,,,,,,,,Emerging
cell-motility,compomics,cell-motility,https://github.com/compomics/cell-motility,0.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,,None
fragrep,,,,,,,,,,,,,,,None
piana,,,,,,,,,,,,,,,None
farms,,,,,,,,,,,,,,,None
affylmgui,,,,,,,,,,,,,,,None
mfungd,,,,,,,,,,,,,,,None
cryptodb,,,,,,,,,,,,,,,None
genskew,,,,,,,,,,,,,,,Mature
frst,,,,,,,,,,,,,,,None
yeast_gene_order_browser,,,,,,,,,,,,,,,None
alifritz,,,,,,,,,,,,,,,None
dbtoolkit,compomics,dbtoolkit,https://github.com/compomics/dbtoolkit,1.0,1.0,13.0,2.0,0.0,2.0,6.0,0.0,36.0,0.0,1096.278,None
tatp,,,,,,,,,,,,,,,Emerging
marna,,,,,,,,,,,,,,,Mature
secisdesign,,,,,,,,,,,,,,,Mature
matchbox,,,,,,,,,,,,,,,None
auto-rickshaw,,,,,,,,,,,,,,,None
made4,,,,,,,,,,,,,,,None
netchop,,,,,,,,,,,,,,,Emerging
olin,,,,,,,,,,,,,,,None
olingui,,,,,,,,,,,,,,,None
eds,,,,,,,,,,,,,,,None
macat,,,,,,,,,,,,,,,None
aroma.light,HenrikBengtsson,aroma.light,https://github.com/HenrikBengtsson/aroma.light,1.0,1.0,1.0,3.0,0.0,3.0,14.0,0.0,344.0,1.0,48.427,None
netacet,,,,,,,,,,,,,,,Emerging
eisa,,,,,,,,,,,,,,,None
affypdnn,,,,,,,,,,,,,,,None
cuticledb,,,,,,,,,,,,,,,None
autodimer,,,,,,,,,,,,,,,None
netnes,,,,,,,,,,,,,,,Emerging
altcdfenvs,,,,,,,,,,,,,,,None
limmagui,,,,,,,,,,,,,,,None
java_treeview,,,,,,,,,,,,,,,None
conus,,,,,,,,,,,,,,,None
netcorona,,,,,,,,,,,,,,,Emerging
netphosk,,,,,,,,,,,,,,,Emerging
prop,,,,,,,,,,,,,,,Emerging
yacop,,,,,,,,,,,,,,,None
netutr,,,,,,,,,,,,,,,Emerging
fgdp,,,,,,,,,,,,,,,None
yeastgfp,,,,,,,,,,,,,,,None
ddbrna,,,,,,,,,,,,,,,None
lipop,,,,,,,,,,,,,,,Emerging
aflpinsilico,,,,,,,,,,,,,,,None
dependency,,,,,,,,,,,,,,,None
gendb,,,,,,,,,,,,,,,Mature
maxcluster,,,,,,,,,,,,,,,None
asatura,,,,,,,,,,,,,,,None
vsn,,,,,,,,,,,,,,,None
ecid,,,,,,,,,,,,,,,None
kth-package,,,,,,,,,,,,,,,None
resultviewer,,,,,,,,,,,,,,,None
figsys,,,,,,,,,,,,,,,None
genex,,,,,,,,,,,,,,,None
r2_platform,,,,,,,,,,,,,,,None
cs-pseq-gen,,,,,,,,,,,,,,,None
protfun,,,,,,,,,,,,,,,Emerging
lobo,,,,,,,,,,,,,,,None
pfilt,,,,,,,,,,,,,,,None
probe_select,,,,,,,,,,,,,,,None
reputer,,,,,,,,,,,,,,,Mature
cocas,,,,,,,,,,,,,,,None
domainparser,,,,,,,,,,,,,,,None
vida,,,,,,,,,,,,,,,None
hypertree,,,,,,,,,,,,,,,None
targetp,,,,,,,,,,,,,,,Emerging
chlorop,,,,,,,,,,,,,,,Mature
promoter,,,,,,,,,,,,,,,Emerging
dictyoglyc,,,,,,,,,,,,,,,Emerging
netphos,,,,,,,,,,,,,,,Emerging
siseq,,,,,,,,,,,,,,,None
distancep,,,,,,,,,,,,,,,Emerging
psychoprot,,,,,,,,,,,,,,,None
soda,,,,,,,,,,,,,,,None
pedigreequery,,,,,,,,,,,,,,,None
pubmeth,,,,,,,,,,,,,,,None
rbpmap,,,,,,,,,,,,,,,None
dsrc,,,,,,,,,,,,,,,None
ddi-cpi,,,,,,,,,,,,,,,None
locusexplorer,oncogenetics,LocusExplorer,https://github.com/oncogenetics/LocusExplorer,17.0,17.0,5.0,15.0,16.0,15.0,7.0,0.0,232.0,12.0,228.67,None
alphabet,,,,,,,,,,,,,,,None
skylign,,,,,,,,,,,,,,,None
arpeggio,,,,,,,,,,,,,,,None
fred,,,,,,,,,,,,,,,None
cisminer,,,,,,,,,,,,,,,None
boiler,jpritt,boiler,https://github.com/jpritt/boiler,13.0,13.0,2.0,2.0,0.0,2.0,4.0,0.0,251.0,0.0,,None
pease,,,,,,,,,,,,,,,None
peditree,,,,,,,,,,,,,,,None
cosmos,,,,,,,,,,,,,,,None
scowl,,,,,,,,,,,,,,,None
lepidodb,,,,,,,,,,,,,,,None
gene.e,,,,,,,,,,,,,,,None
grs,,,,,,,,,,,,,,,None
chooch,,,,,,,,,,,,,,,None
miframe,,,,,,,,,,,,,,,None
mirtar2go,,,,,,,,,,,,,,,None
symbiogbr,,,,,,,,,,,,,,,None
dcell,idekerlab,DCell,https://github.com/idekerlab/DCell/,124.0,124.0,17.0,34.0,33.0,34.0,3.0,0.0,194.0,12.0,3.278,Mature
pcddb,,,,,,,,,,,,,,,None
noreva,,,,,,,,,,,,,,,None
mtctscan,,,,,,,,,,,,,,,None
epicontacts,reconhub,epicontacts,https://github.com/reconhub/epicontacts,16.0,16.0,9.0,19.0,14.0,19.0,12.0,0.0,582.0,56.0,85.663,None
archidart,archidart,archidart,https://github.com/archidart/archidart,2.0,2.0,1.0,4.0,5.0,4.0,3.0,1.0,58.0,1.0,,None
picopore,scottgigante,picopore,https://github.com/scottgigante/picopore,30.0,30.0,4.0,5.0,2.0,5.0,5.0,8.0,199.0,3.0,2.497,None
jdftx,ElsevierSoftwareX,SOFTX-D-17-00063,https://github.com/ElsevierSoftwareX/SOFTX-D-17-00063,2.0,2.0,6.0,2.0,0.0,55.0,13.0,0.0,1322.0,0.0,,None
segment-liftover,baudisgroup,segment-liftover,https://github.com/baudisgroup/segment-liftover,23.0,23.0,6.0,4.0,1.0,4.0,2.0,1.0,60.0,0.0,98.459,None
isee,csoneson,iSEE,https://github.com/csoneson/iSEE,228.0,228.0,16.0,43.0,32.0,43.0,14.0,1.0,3256.0,477.0,270.785,None
packmem,rogautier,packmem,https://github.com/rogautier/packmem/issues,2.0,2.0,4.0,3.0,1.0,3.0,3.0,0.0,22.0,1.0,82.175,None
netstart,,,,,,,,,,,,,,,Emerging
caftools,,,,,,,,,,,,,,,None
cld,boutroslab,cld,https://github.com/boutroslab/cld,36.0,36.0,4.0,17.0,4.0,17.0,2.0,0.0,135.0,2.0,317.634,None
inb-bsc_genomics_cloud,,,,,,,,,,,,,,,Mature
parallelnewhybrid,bwringe,parallelnewhybrid,https://github.com/bwringe/parallelnewhybrid,8.0,8.0,4.0,6.0,3.0,6.0,4.0,2.0,72.0,3.0,0.066,None
angsd-wrapper,mojaveazure,angsd-wrapper,https://github.com/mojaveazure/angsd-wrapper,17.0,17.0,11.0,3.0,11.0,12.0,24.0,1.0,650.0,5.0,52.48,None
sr-tesseler,,,,,,,,,,,,,,,None
gnat_nmr,,,,,,,,,,,,,,,None
biocarian,,,,,,,,,,,,,,,None
autoseqman,Sun-Yanbo,autoSeqMan,https://github.com/Sun-Yanbo/autoSeqMan,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,35.0,0.0,,None
fangorn_forest,,,,,,,,,,,,,,,None
larvalign,larvalign,larvalign,https://github.com/larvalign/larvalign/releases/tag/v1.0,,,,,,,,,,,,None
chngpt,,,,,,,,,,,,,,,None
mirvial,SystemsBiologyOfJianghanUniversity,miRvial,https://github.com/SystemsBiologyOfJianghanUniversity/miRvial,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,18.0,0.0,0.84,None
ecccl,,,,,,,,,,,,,,,None
mhcflurry,openvax,mhcflurry,https://github.com/openvax/mhcflurry/issues,219.0,219.0,19.0,68.0,11.0,68.0,17.0,31.0,1762.0,107.0,126.587,None
stag-cns,srbehera11,stag-cns,https://github.com/srbehera11/stag-cns/issues,6.0,6.0,2.0,4.0,1.0,4.0,3.0,0.0,59.0,0.0,22.983,None
fpbioimage,,,,,,,,,,,,,,,None
pharaoh-multi,,,,,,,,,,,,,,,None
nnalign,,,,,,,,,,,,,,,Emerging
metavizr,,,,,,,,,,,,,,,None
metaviz,,,,,,,,,,,,,,,None
dendrosplit,jessemzhang,dendrosplit,https://github.com/jessemzhang/dendrosplit,24.0,24.0,8.0,3.0,1.0,3.0,1.0,0.0,51.0,0.0,,None
tarbase,,,,,,,,,,,,,,,None
avedissr,,,,,,,,,,,,,,,None
octopus-toolkit,,,,,,,,,,,,,,,None
sigtree,,,,,,,,,,,,,,,None
isown,ikalatskaya,ISOWN,https://github.com/ikalatskaya/ISOWN,46.0,46.0,2.0,15.0,18.0,15.0,2.0,0.0,80.0,0.0,18.915,None
efs,,,,,,,,,,,,,,,None
crispr-ge,,,,,,,,,,,,,,,None
ub-isap,,,,,,,,,,,,,,,None
mistic-tumour,iric-soft,MiSTIC,https://github.com/iric-soft/MiSTIC,9.0,9.0,2.0,1.0,0.0,1.0,9.0,0.0,495.0,0.0,,None
